Name,YearPublished,GameWeight,AvgRating,MaxPlayers
Chinese Civil War,1979,2.8571,5.8949,2
The Sun Never Sets: Three Campaigns of the British Empire,1997,2.8571,7.02128,2
Breakout: Normandy,1992,3.3913,7.68664,2
Escape from New York,1981,1.5,5.54747,4
San Francisco,2000,2.5714,6.18419,5
Rio Grande:  The Battle of Valverde,1991,3.4444,5.27797,2
Trajan,1991,3.2069,6.84542,2
Germania,1995,2.9091,6.68206,2
War of Resistance,1998,4.5,7.02576,2
"The Game of France, 1940: German Blitzkrieg in the West",1972,2.7183,5.94646,2
Bitter Woods: The Battle of the Bulge,1998,3.125,6.89859,2
Trax,1980,2.1273,6.50334,2
Minos,1991,2.6667,6.40307,4
Maul of America,1998,1.5,4.72939,6
Panzerkrieg: von Manstein & HeeresGruppe Süd,1978,3.1282,6.45769,2
Domain,1982,1.7778,6.12156,2
Thunder at Cassino,1987,3.1636,7.02387,2
Black Vienna,1987,2.62,7.01613,6
Lunatix Loop,2000,2,6.33657,6
Turning Point: Stalingrad,1989,3.3119,7.26836,2
Battle Line,2000,1.8999,7.4134,2
The Great Brain Robbery,2000,1.3061,5.53855,7
Formula C Minus,2000,1,5.18571,6
Mad Gab,1996,1.2532,5.00742,12
Space Walk,1999,1.4783,5.95776,5
Regatta,1967,2.0667,6.3433,6
Keywood,1995,2,6.80727,5
Keytown,2000,2.8,6.53952,5
Star Trek Red Alert,2000,2.3333,6.49074,8
Loot,1992,1.3779,6.29663,8
Kings and Castles,2000,2.6154,6.63192,4
Ausbrecher AG,1985,1.3448,6.06098,6
Beim Zeus!,1997,2.1429,5.17568,6
Die Tafelrunde,2000,1,5.77424,4
Remmi Demmi,1999,1,5.63273,9
Tabloid Teasers,1991,1.1,5.91235,6
"Win, Place & Show",1966,2.0842,6.72781,6
Letter Head,2000,1.5714,5.9582,9
Discretion,1978,3,6.61538,8
Dog Eat Dog,1999,2.4,5.17083,6
Maxi Bour$e,1987,2.25,4.54947,6
Palermo,1992,1.8889,5.92667,5
Tales of the Arabian Nights,1985,2.4198,7.06102,6
Focus,1963,2.3889,6.44925,4
Terra Turrium,1990,2.25,6.05054,4
Löwendynastie,1998,1.7,5.92267,6
Megiddo,1985,2.3333,6.07872,3
Yahtzee Deluxe Poker,1994,1.3333,6.047,6
Foil,1968,1.5294,5.5177,4
Dragonlance,1988,1.875,5.38364,6
Shanghai Trader,1986,2.5882,6.4826,6
Flucht aus Mangrovia,1989,2,4.55,6
Ace of Aces: Handy Rotary Series,1980,1.7544,7.03526,2
The Hills Rise Wild!,2000,2.6154,6.37923,4
Crimean War Battles,1978,2.8182,6.85,2
Taipei: China Invades,2000,4.3333,6.07059,2
Dragonhunt,1982,2.5652,5.7536,6
Thunder Road,1986,1.3625,6.65921,4
Buffy the Vampire Slayer: The Game,2000,2.0065,6.63384,5
West Riding,2000,3.5,6.37571,6
Pipeline: The Oil Game,1988,1.8,5.27045,4
Amoeba,1975,2,6.02619,4
Rummikub,1977,1.7395,6.40131,4
Goosebumps: Terror in the Graveyard Game,1995,1.1818,5.38616,4
Aquarius,1998,1.1373,6.04985,5
Chrononauts,2000,1.8429,6.19536,6
2038: Tycoons of the Asteroid Belt,1995,4.04,7.0818,6
Quacksalbe,1998,2.5,6.26923,5
Axiom,1988,2.9333,6.96537,2
La Trel,1994,1.75,5.54137,2
Carcassonne,2000,1.9064,7.41883,5
The Lord of the Rings,2000,2.5648,6.74543,5
Hijara,1995,1.5,5.77993,2
Screaming Eagles,1987,1.3214,5.99292,4
Cartagena,2000,1.605,6.68543,5
Attila,2000,2.5473,6.47896,5
Wizards,1982,2.9615,6.37999,6
Battle of the Bands,2001,1.4348,5.77363,4
Schrille Stille,1999,1.7625,6.47311,6
For the People,1998,3.7185,7.76705,2
Chronology,1996,1.4328,6.48532,8
Election,1972,2.625,6.84021,6
New England Railways,2000,2.625,6.64327,6
Corsairs,2000,1.6818,6.05147,4
Razzia,1992,1.3913,6.36319,8
Circus Minimus,2000,2.1429,6.33358,7
Mausoleum,2000,1.4,4.6117,5
Feudal,1967,2.3058,6.06872,6
Tip Tap,1999,1,5.76514,6
Golf Masters,2000,0,4.82817,2
Pop Belly,1999,1.2727,5.20864,4
...und tschüss!,1997,1.3,6.40802,6
Doge,2000,2.5479,6.50347,4
Java,2000,3.3861,7.00894,4
"New York, New York",1989,1.4,5.75773,4
Titanic: Der Mythos,1998,1.0667,5.4465,5
Blindes Huhn,1997,1.1429,5.2962,6
Illuminati,1982,2.4842,6.18886,6
Scotland the Brave,1998,2.7692,5.89286,2
Weapons & Warriors:  Castle Combat Set,1993,1.2708,5.95808,99
Mage Knight,2000,2.3563,6.17708,4
Landslide,1971,1.4286,6.17731,4
"Lie, Cheat & Steal",1971,1.4118,5.28156,6
Morisi,2000,2.1,6.5,4
Bongo!,2000,1.413,6.07702,8
Empires of the Ancient World,2000,2.9759,6.62418,5
Fire,1996,1.1333,6.03562,5
M,2000,1.9615,6.33979,6
Offline,2000,2.6667,5.98611,4
Roads & Boats,1999,4.1859,7.7313,4
Tennis Masters,2000,1.6667,5.63889,2
Troia,2000,1.8571,5.60162,4
Wyatt Earp,2001,1.8401,6.83231,4
Tacara,2000,0,6.3527,10
Derby,2000,1.6667,6.02674,5
Ivanhoe,2000,1.6103,6.5389,5
Way Out West,2000,2.6203,6.14302,5
Der Garten des Sonnenkönigs,1996,2.5,5.93451,5
Real Action Stockcar Championship,1998,2.75,6.92131,20
Cranium,1998,1.4278,5.68145,16
APBA Pro Baseball,1951,1.913,7.02516,2
Movie Mania,1992,1.6667,4.57798,4
City,1988,1.7143,5.60826,6
Meuterer,2000,2.3162,6.88011,4
Hamsterrolle,2000,1.0745,6.81159,4
Dream Factory,2000,2.109,7.05277,5
Vagabondo,1979,1.6,5.73889,6
Abilene,1983,1.7,5.8831,6
Tally Ho!,1973,1.4911,6.14755,2
Saturn,1997,1.25,6.75995,4
Kunst Stücke,1995,2.3846,6.43647,5
Empires of the Middle Ages,1980,3.5439,7.16411,6
Pacific Victory: War in the Pacific 1941-45,2000,3.193,6.92564,2
Battle Platform Antilles,2000,1,5.07895,1
Mystery of the Abbey,1995,2.2025,6.5372,6
Pete the Pirate,2000,1.2222,5.87,4
Rack-O,1956,1.1976,5.78218,4
Ultimate Outburst,1999,1.3704,6.11843,0
Breakaway Rider,1963,1.2772,6.18922,6
Werewolf,1986,1.3969,6.52483,24
Lift Off,2000,1.4167,5.15667,4
Gerüchteküche,2000,1.2,5.06333,7
The Great Dalmuti,1995,1.2934,6.5681,8
Böse Buben,2000,1.3333,5.29592,4
Corner,1974,1.5,6.48333,4
Top Race,1996,1.7542,6.75839,6
New Orleans Big Band,1990,1.8,5.8271,6
Die Kette von Saba,1984,1.5,5.38864,7
Australian Rails,1994,2.6471,6.95804,6
The Fury of Dracula,1987,2.5955,6.9296,4
1825 Unit 1,1995,3.5833,6.84983,5
Enchanted Forest,1981,1.2599,5.71836,6
Star Wars: The Queen's Gambit,2000,2.4873,7.5636,4
Karawane,1990,1.5714,6.02057,5
Turbo Taxi,2000,1.475,6.05609,4
Snail's Pace,2000,1,5.17742,6
Ligretto,1988,1.1837,6.18566,4
Mag·Blast,1998,1.5405,5.90383,6
Trivia for Dummies,1998,1,5.19407,4
Dao,1999,1.5294,5.31095,2
Twixt,1962,2.5053,6.58862,4
Four Dragons,2000,2.3556,6.57577,4
Football Strategy,1959,1.5556,6.42525,4
Pony Express,1991,1.8571,5.31944,6
Super Giant Monster Showdown,1999,2.0833,6.02789,9
Azteca,1998,3.3846,6.00533,4
PanzerZug,1998,1.6,6.17222,6
Orcz,2000,1.8077,5.42276,4
Luftschiff,1996,3.3158,7.15733,2
The Gardens of the Alhambra,1993,1.8036,6.15759,4
Kapitän Wackelpudding,1994,1.1,6.22467,5
Ben Hurt,1996,1.7407,5.6435,8
The Keep,1983,1.8,5.86848,6
The Powerpuff Girls: Saving the World Before Bedtime,2000,1.1875,5.84969,4
Al Cabohne,2000,1.7672,5.9658,2
Amoeba Wars,1981,2.1373,6.06841,6
Tangoes,1980,1.5,5.75329,2
Name Burst,1992,1.8333,6.20685,10
Babel,2000,2.3971,6.65679,2
Kingmaker,1974,3.0691,6.51109,7
Zapp Zerapp,2000,1.3,6.12898,4
90 Grad,2000,2.8571,6.68769,2
Alcazar,1978,2,5.9,2
An den Ufern des Nils,1994,2.3214,6.34306,5
Canaletto,1995,1.8333,5.3099,4
Panda Monium,1994,1,5.36618,6
Corona,1974,2.3333,6.43333,10
Vendetta,1988,1.2609,5.11766,4
Cosmic Eidex,1998,2.6786,6.89404,3
Das Regeln Wir Schon!,1994,2.1667,6.40339,5
Der Feuersalamander,1987,2.2857,5.81667,4
Die Erbraffer,1994,1.6,5.39128,6
Die Hanse,1993,2.2632,5.66677,6
Die Schlangen von Delhi,1994,1.6667,5.525,4
Dream Team,1997,1.7273,4.89091,6
Die Magier,1985,1.9,5.76065,3
Energie Poker,1980,2.6667,6.65714,4
Fief 2,1989,2.9091,6.81663,6
Fresh Fish,1997,3.0556,6.71303,5
Le Gang des Traction-Avant,1984,1.5,6.31081,6
Konzern,1997,2,5.68333,6
Kraut & Rüben,1998,1.1818,5.94741,5
Lieber bairisch sterben,1988,3,6.52,5
TV Wars,1987,1.963,5.58457,4
B-17: Queen of the Skies,1981,2.3458,7.08285,2
"Xenophon: 10,000 Against Persia",2000,3.6667,6.68437,2
Squad Leader,1977,4.0365,7.5272,2
Speculation,1992,2,6.68647,6
Deadlands: Doomtown,1998,3.0169,7.25657,6
Tantrix,1991,2.2152,6.32354,4
San Marco,2001,2.6799,7.17156,4
Dragon's Gold,2001,1.6947,6.43477,6
Pitstop,2001,1.5714,6.26,6
Gunslinger,1982,3.2927,7.13583,7
Malawi,1986,2,6.37105,2
MeM,1968,3.8571,7.36389,2
Orbit,1993,2,6.23333,6
Pacific Northwest Rails,1998,3,6.275,6
Piratenpoker,1998,1,4.73333,5
Schraumen,1992,1.1667,5.35,8
Vigo,1994,1.6667,5.93673,6
Zargos,1990,2.7273,6.31458,6
Shadows in the Forest,1985,1.1064,6.07824,8
Aztec,1995,2.2,6.53182,3
Wat'n dat!?,1996,1.1765,6.57801,8
Der Schatz der Inka,1987,1.2667,4.94763,6
Captain Future,1980,1.5714,6.23125,4
Baubylon,1981,2,6.53125,6
Tokami,1998,1.25,6.51842,5
Die Schlacht der Dinosaurier,1993,1.3636,6.39367,4
Invers,1991,1.7,5.98925,2
Das Gold der Maya,1997,1.6667,4.92979,4
Matschig,1998,1,5.6254,6
YoYo,1998,1,4.23256,6
Explosiv,1999,2,5.78351,4
Jolly Roger,1992,1.6667,5.36571,5
Assassin,1993,1.5,3.54019,6
Mystery on the Nile,1996,1.4444,3.77432,6
Four Real,1999,2,4.71696,2
Judge Dredd,1982,1.8947,6.28126,6
Downspin,1970,1.1452,5.49458,2
Flying Carpet,1987,1.5161,5.82014,6
Titus,2000,1.75,5.19412,4
Nyet!,1997,1.9222,6.79175,5
Last Minute,2000,1,5.56061,3
Kathai,2000,1.7647,5.74651,5
Taboo,1989,1.2147,6.29424,10
Poker,1810,2.4451,6.71893,10
Oh Hell!,1930,1.7315,6.84374,7
You're Bluffing!,1985,1.6254,6.57949,5
Silver Mine,1992,1.75,5.72955,6
Dry Gulch,1999,2,5.28788,6
Big Shot,2001,1.9762,6.66634,4
Car Wars: The Card Game,1991,1.4167,5.47916,6
Encounters,1982,1.75,5.74167,4
Halali,1997,1.2,6.16792,5
Top Secret,1985,1.4615,5.67929,4
Organized Crime,1974,2.375,5.73091,4
Domain: The Warlock's Challenge,1991,2.2,5.41591,4
Army of Darkness,1993,1.5,5.6351,8
Ballonrennen,1977,1.5556,5.85378,5
Sabotage,1985,1.6,5.65714,2
Warrior Knights,1985,3.2281,6.64068,6
The Warlock of Firetop Mountain,1986,1.8621,5.93288,6
City of Chaos,1996,2.7917,6.88509,6
Shadowlord!,1983,2.2632,5.68062,4
Outrage! Steal the Crown Jewels,1992,1.9259,4.89057,6
Eagle Kingdoms,1994,1,3.44737,6
Dragon Strike,1993,2.3208,6.30471,6
Lionheart,1997,1.7662,5.68391,2
The Mystic Wood,1980,1.4792,6.47981,4
Capitol,2001,2.6402,6.81122,4
Bram Stoker's Dracula: The Board Game,1992,1.4,4.99623,6
Save Doctor Lucky,2000,1.4946,5.84001,7
Evo,2001,2.343,6.8725,5
Boom Town,1990,1.8333,6.54627,6
Perquackey,1956,1.6111,6.0311,6
Burp,1995,1.6667,5.52273,4
"Ciao, Ciao...",1997,1.0789,5.96059,4
Flower Power,1998,1,6.18962,6
Trick 'r Treat,1998,1.1,4.44073,6
Ricochet,1996,1.2857,5.79835,5
Millionenspiel,1982,1.1667,5.77817,5
Minister,1975,1.2727,4.92071,4
Movies and Money,1979,1,3.2414,4
Die Ritter von der Haselnuss,1996,1.1,5.90547,4
Sphinx,1999,1.3529,5.41115,4
Zug nach Westen,1987,2,5.19259,4
The Fellowship of the Ring,1983,3.5652,6.16313,2
Chaos Marauders,1987,1.3667,5.96146,4
The King's War: The First English Civil War 1642-1646,1989,3.4286,7.11926,2
Continuo,1982,1.4103,5.28186,5
Card Caper,1997,1,4.59643,4
Nanuuk!,1998,2,5.69489,4
The Bottom Line,1985,1.8182,5.32697,6
Speed Circuit,1971,2.0547,6.90467,6
Blink,1995,1.0694,5.91694,3
SET,1988,1.6782,6.49172,20
Hocus Focus,1998,1,5.02354,8
Sagarian,2000,1.5,5.08045,6
The Sorcerer's Cave,1978,1.775,6.47395,4
Witch Trial,2001,1.6957,6.23308,7
Luxor,2001,1.5,6.07862,4
Venture,1969,1.9706,6.46722,6
Big Deal,2001,3.1429,5.58583,6
1851: Kentucky & Tennessee,1998,3.2727,6.8395,5
Pax Britannica: The Colonial Era 1880 to the Great War,1985,3.8529,6.73753,7
Cults Across America,1998,2.4,5.66652,6
Race Through Space,1988,1.12,5.5743,4
Nuclear Proliferation,1992,1.4844,6.54923,6
Nuclear Escalation,1983,1.6024,6.57982,6
Monkey Memory,2000,1,5.49398,9
Mystery Garden,1989,1.0588,5.14645,6
Secret Labyrinth,1998,1.5,4.86905,4
Junior Labyrinth,1995,1.1944,5.71754,4
Labyrinth,1986,1.3665,6.40615,4
Crossed Wires,1993,1.2,5.0614,4
Quest,1984,1.8462,5.07475,6
Babuschka,1982,1.8571,5.50926,4
Stonewall,1996,1.6667,5.88095,4
Bausack,1987,1.2978,6.81619,8
Saludos Amigos!,1996,1.875,5.44875,7
Facts in Five,1964,1.6667,6.11682,5
Once Upon a Time: The Storytelling Card Game,1993,1.3768,6.40214,6
Yellowstone,1985,1.7742,5.75533,4
Autoscooter,1999,2,6.17022,8
"Right Turn, Left Turn",2000,1.1429,5.55887,8
Cut and Run,1988,1.5,5.54352,6
Split Second,1992,1,6.25357,6
Meander,2001,1.8571,6.01738,2
Isis & Osiris,2001,1.3537,5.83163,4
Insecta,1992,2.7368,6.23419,7
Gangland!,1996,2.4444,5.59709,8
Safari Jack,1998,1.4231,5.34045,4
Hacker,1992,2.2667,5.90205,6
New World,1990,2.619,6.03191,6
Pyramidis,1988,1.8571,5.92607,4
Limits,2001,1.1379,5.96675,6
Crack the Case,1993,1.5882,5.9719,8
Vegas,1996,1.6,4.97684,4
Star Wars Episode I: Customizable Card Game,1999,1.3571,4.72654,4
Starbase Jeff,1998,1.5429,6.15944,4
Phase 10,1982,1.2829,5.14173,6
Pivot,1998,1,5.18987,8
Rook,1906,1.8703,6.41023,6
Medina,2001,2.786,7.01407,4
Axis & Allies: Pacific,2001,2.8691,6.66765,3
Knatsch,2000,1.354,5.63044,6
Der Schattendieb,2001,1.2,3.98095,7
Mystery Rummy: Jekyll & Hyde,2001,1.531,6.61944,2
Polar Dare!,1991,1.2222,5.56068,4
What's That on My Head?,1963,2.25,6.37179,6
Skip-Bo,1967,1.2152,5.50345,6
Star Wars Customizable Card Game,1995,3.1682,6.72055,2
Volltreffer,1999,2,6.72634,5
Cue Me!,1989,2.3333,6.19697,8
221B Baker Street: The Master Detective Game,1975,1.7968,5.98921,6
Fish & Chips,1978,2.2,6.59032,4
Dutch InterCity,1999,3,6.92708,6
Jitters,1986,1.3,6.14675,99
All The King's Men,1970,1.9412,5.72176,2
Shifti,1977,1,4.70384,4
Input,1984,1.8421,5.61786,2
Boggle,1972,1.4836,6.21395,8
Clue,1949,1.6563,5.66992,6
Pente,1977,2.1074,6.63718,4
Trivial Pursuit: Star Wars Classic Trilogy Collector's Edition,1998,1.5816,5.57529,4
Monopoly: Star Wars,1997,1.7609,4.94742,8
Trivial Pursuit: Genus IV,1996,1.8143,5.53983,6
Im Zeichen des Kreuzes,2001,2.2188,5.92203,5
Netrunner,1996,2.9327,7.44743,2
Cosmic Wimpout,1975,1.2243,5.98364,7
The Squirrel Game,1987,1.1429,5.275,4
Credo!: the Game of Dueling Dogmas,1993,2.3529,5.78815,5
Ulysses,2001,2.0833,6.15068,5
Krakatoa,1983,1.3333,5.48867,4
Haunted Castle,1999,1,5.8193,4
Confusion,2000,1.2917,5.25914,5
Die Magier von Pangea,2001,2.3276,6.21853,4
Auf Achse: Das Kartenspiel,1995,1.7273,5.76625,5
Nur Peanuts!,2001,1.6957,6.13246,6
1826: Railroading in France and Belgium from 1826,2000,3.8571,7.41667,6
Warhamster Rally,2001,1.7857,5.7958,5
Africa,2001,1.75,5.9902,5
Auf falscher Fährte,2001,1.4286,6.45625,4
Blackrock Castle,2001,2,5.6675,4
Magic Hill,2001,1.5625,5.97294,5
The Dog's Meow,2001,1,5.732,6
Catch the Match,1995,1,6.12541,8
Chip-Chip Hurra,2001,1.1111,5.43504,4
Cry Havoc,1981,2.2712,6.87157,6
Café International: Das Kartenspiel,2001,1.3214,5.71031,5
Wild Pirates,1989,1.2727,5.58534,5
MacGregor,1998,1.1538,4.93629,4
Hyle,1979,2.8571,6.84275,2
Savannah Café,2001,1.1579,5.50348,4
Showdown Yahtzee,1991,1.2857,5.77228,4
Boom-O,2000,1.1739,5.35997,6
Entdecker: Exploring New Horizons,2001,2.4465,6.5023,4
Gnadenlos!,2001,1.925,5.89601,4
Eden,2001,2.2222,5.63238,4
Kuba,1994,1.9,6.18111,2
Volldampf,2001,2.8889,6.84986,6
Dungeon!,1975,1.5719,5.98586,8
Crib Wars,1997,1.5,5.92083,6
Mad Monks and Relics,1995,2.5,5.95618,5
Genoa,2001,3.0778,7.06179,5
Crazy Race,2001,1.4706,5.78289,4
Web of Gold,1987,1.6957,5.72645,6
Das Amulett,2001,2.5902,6.4375,6
Legend of Heroes,1987,1.4,5.63725,5
Bali,2001,2.7778,6.04547,4
Time's Up!,1999,1.205,7.28948,18
Zaubercocktail,2001,1.625,5.59897,7
Willy Waschbär,2001,1.6667,6.02,4
Hexen Rennen,2001,1.3571,6.2787,4
Field Command,1991,2.3846,7.05405,2
Wit's End,1995,1.9167,5.04036,6
Pillage & Plunder,2000,2.2857,6.2837,6
Olix,1994,2.1429,6.08293,2
Grand National Derby,1996,1.7143,6.4279,5
Tuf,1967,1.8333,5.362,4
The Classic Dungeon,1992,1.425,6.08286,6
Mustangs,1991,2.2759,6.55039,4
Rise of the Luftwaffe,1993,2.1406,7.05315,8
Midway,1991,2.3333,6.3482,2
Guadalcanal,1992,2.6,6.50151,2
Serengeti,2001,1.6614,6.18441,6
Danger,2001,1.1429,4.40783,5
Odysseus,2001,1.9,5.71818,6
Ebbe & Flut,2000,1.9091,6.47617,2
Jockey,1973,1.4839,6.32402,6
Pokémon Master Trainer,1999,1.9178,5.86795,6
Winner's Circle,2001,1.6047,6.97735,6
Pool Party,1999,1,6.31968,6
Aber Hallo!,2000,1.8,5.95854,4
Alaska,1979,1.4643,5.82842,4
Auf Kurs,1987,2.0667,5.98053,6
Aura Poku,1993,1,4.80159,6
Ben Hur,1987,1.8333,6.60592,6
Crash Pilot,1999,1.1429,5.43945,5
Chicago,1986,2.1429,5.43026,4
Columbus,1991,1.75,5.54831,5
Crash!,1992,1.4,6.38621,3
Neolithibum,1991,1.7,5.89545,6
Turn the Tide,1997,1.5245,6.7641,5
Strand-Cup,2000,1.2,6.10026,8
Adventurer: A Game of Man to Man Brawling in the Far Future,1980,2.1818,6.20732,6
Monopoly,1933,1.6388,4.37412,8
Alcatraz,1999,1.95,5.50421,4
Gammarauders,1987,2.16,5.8278,6
Spawn: The Game,1995,0,4.34882,4
Trouble,1965,1.0526,3.81126,4
"Fugger, Welser, Medici",1994,3.5,6.38507,6
Trendy,2000,1.0952,6.21793,5
Attack Sub,1991,2.2969,6.61114,2
Decathlon,1972,1.1538,5.39955,8
Rat Splatter,2001,1,3.75838,7
Meridian,2001,2.5405,6.01361,4
Alibi,1993,1.8039,5.46964,10
Pylos,1993,1.9474,6.30231,2
Monopoly Express,1991,1.129,5.66244,4
Lost Worlds,1983,1.6905,6.53248,2
Wadjet,1996,2.15,3.86014,4
Storm over Arnhem,1981,2.9355,7.184,2
Book of Lists Game,1979,1.0909,3.90979,4
Raid on St. Nazaire,1987,3.0417,7.21884,1
Lord of the Rings: The Search,2001,1.5974,5.06558,2
GRO: Battle for the Petri Dish,1999,2.5,5.55128,2
Image,1971,1.7368,4.99891,6
Caesar: Epic Battle of Alesia,1976,2.9865,7.12448,4
War at Sea (Second Edition),1976,1.9474,6.52948,2
Der grosse Gallier,2001,1.75,5.54385,6
Dealer's Choice,1972,1.5667,5.87021,5
4000 A.D.,1972,2.1522,5.42578,4
Billionaire,1973,1.3871,5.2362,4
Trust Me,1981,1.4167,5.01512,4
Penguin Pile-Up,1996,1.0588,5.30315,6
Victory in the Pacific,1977,2.375,7.21572,2
Alpha Blitz,1998,2,4.92614,6
SPQR,1992,3.6765,7.37157,2
Canasta Caliente,2000,1.7143,6.3369,6
Cheater,1995,1.0588,4.12979,4
1841: Railways in Northern Italy,1994,4.3947,8.01058,8
Freight Train,1993,2.0345,6.39891,5
Kings Cribbage,1997,1.8,6.57588,4
Jagd der Vampire,1991,1.25,5.45302,6
Dimenticato,1998,1,5.94375,4
Mhing,1982,2.1061,6.67087,6
Pain Doctors: The Game of Recreational Surgery,1996,1.6667,5.75,6
Sharp Shooters,1994,1.2478,6.42711,6
Earthquake,1998,1.0556,5.76401,4
Girl Genius: The Works,2001,1.9344,6.0453,4
Duo,1986,1.7273,5.22193,6
Wizard,1984,1.7299,6.93725,6
Abduction,1998,1.4643,5.25256,4
Anybody's Guess,1990,1.3636,5.83437,12
Venezia,2001,2.2857,5.79776,4
Gangsters,1992,2.5,6.25154,5
Five Crowns,1996,1.2437,6.00043,7
Barbarians: 70 BC - 260 AD,1994,2.9167,5.42609,2
Ohio,1998,1.6,6.03835,5
Careers,1955,1.4931,5.83285,6
Days of Decision II,1994,3.6667,6.35224,7
Imperator,1992,2.1,5.50792,5
Ubi,1986,2.2667,5.3416,4
Clue: The Great Museum Caper,1991,1.9291,6.76491,7
Trailer Park Gods,1998,1.5714,4.72364,6
Deadwood Studios USA,1999,1.4884,5.90239,8
Outpost,1991,3.1176,6.81125,9
1853,1989,4.1698,6.82211,6
Imperium Romanum II,1985,3.7778,6.61706,6
Dino Hunt,1996,1.4667,5.30861,4
Paydirt,1970,2.26,6.98377,2
World in Flames,1985,4.6373,7.60054,7
Zocken,1998,1.1667,5.56911,8
Masterpiece,1970,1.449,5.70349,6
Hotel Tycoon,1974,1.419,5.49808,4
Mid-East Peace,1990,2.4,5.07546,6
Bakschisch,1995,1.8,5.73468,4
Conquistador: The Age of Exploration,1976,3.3,6.51226,5
Broadside,1962,1.75,6.116,2
Dogfight,1962,1.4615,6.35995,4
Class Struggle,1978,1.65,5.06998,6
Outdoor Survival,1972,1.7822,4.80512,4
Hexagony,1977,2.1818,5.714,6
The Republic of Rome,1990,4.3488,7.53694,6
Yali,1996,1.8182,5.21643,2
Upwords,1982,1.6934,5.73888,4
USAC Auto Racing,1979,1.68,5.96503,33
Ani-Mayhem,1996,3.2,5.30847,4
Executive Decision,1971,2.3,6.02995,6
Kult,1995,2.5238,6.79871,99
Monad,1969,2.0286,6.23173,4
Get Out,1998,1.5,5.53771,8
Fight City,1999,1.8261,5.4589,2
Dixie: Bull Run,1994,2.0444,6.2813,2
Bitin' Off Hedz,1996,1.2037,4.60049,8
Chief Herman's Holiday Fun Pack,2000,1.7857,5.75294,50
Dark Age: Feudal Lords,1996,3.2,6.30451,2
Ritter ohne Furcht und Tadel,1998,1.6667,4.38732,10
Ghost Chase,2001,1.6667,6.26303,5
Jump!,1998,1.8,5.18824,5
Formula-1,1962,1.6842,6.65332,6
Lord of the Fries,1998,1.2905,5.96334,8
C&O/B&O,1969,2.125,5.60362,2
BattleTech,1985,3.4178,7.06585,0
Calamity!,1983,1.5,5.14464,6
Dragon Quest,1992,2.5882,6.25021,6
Beyond Balderdash,1993,1.4734,6.82317,6
Flowerpower,2001,1.4776,6.56448,2
Worlds of Heroes & Tyrants,2001,3,2.8,5
Janus,1975,2.3333,6.42378,4
Password,1962,1.5195,6.11796,4
Chebache,1997,3,5.76744,2
Sub Search,1973,1.4706,5.82552,2
Illuminati: New World Order,1994,2.89,6.37343,6
Dungeon Dice,1977,1.1212,5.90541,4
Tenjo,2001,3.6875,4.97813,4
Space Empires,1981,2.2,6.42667,6
Rogue Trooper,1987,2.2188,6.05513,6
Wabbit's Wevenge,1986,1.6,5.56584,4
Hero: A Game of Adventure in the Catacombs,1980,2.4444,5.75317,3
Clue Master Detective,1988,1.8571,6.62404,10
Rise and Decline of the Third Reich,1974,4.3301,6.91328,6
Simply Cosmic,1995,2.7647,6.44602,4
Stockers!,1995,1.4,5.39563,6
Space Crusade,1990,2.2913,7.01862,4
Sirocco,1985,1.7273,5.75283,2
Sanctuary: Thieves World,1982,1.8636,5.61931,6
Situation 4,1968,1.6154,6.50072,4
Tactics II,1958,2.0381,5.41853,2
Gettysburg,1977,3.5556,5.91238,2
Gettysburg (125th Anniversary Edition),1988,2,6.59358,2
Source of the Nile,1978,2.9375,6.5099,6
RoadKill,1993,2.3947,5.88174,10
Wrasslin',1990,1.5814,5.93301,16
Legends of Robin Hood,1991,1.5294,5.73729,5
London Cabbie Game,1971,1.2,5.79071,6
Sicily: Triumph and Folly,2000,4,7.76639,2
"Barbarossa: Army Group Center, 1941",1998,3.88,7.9476,4
Burma: The Campaign in Northern Burma,1999,4.0189,7.86609,0
The Hobbit Adventure Boardgame,1994,1.8182,5.86104,4
Bauernschlau,1991,1.6111,5.74608,6
Star Fleet Battles,1979,4.183,6.888,2
Stocks & Bonds,1964,2.0253,5.72177,8
Ploy,1970,2.3947,6.22585,4
Down with the King,1981,3.1429,5.76884,6
Federation Space,1981,2.9545,6.42856,8
Streetcar,1995,2.0573,6.45881,5
Olympica,1978,2.2222,6.22,2
StarGate,1979,2.3333,5.775,2
The Royal Game of Ur,-2600,1.3,5.97255,2
Cortez,2001,2,4.51698,6
The Mad Magazine Game,1979,1.1963,4.94612,4
Blurt!,1992,1.2857,5.52772,12
Ambush!,1983,3.2491,7.4618,1
The Worlds of Boris Vallejo,1984,1.8,4.41667,6
Bullwinkle and Rocky Role Playing Party Game,1988,1,5.56319,10
Ghost Castle,1970,1.122,5.43023,4
Remember the Alamo!,1982,1.9286,5.94631,2
Icebergs,1982,1.3333,5.44746,6
French Foreign Legion,1982,2,7.34722,3
The Roaring 20's,1981,2,5.69111,6
Decline and Fall of the Roman Empire,1972,2.6154,6.59241,4
Mutant Chronicles: Siege of the Citadel,1993,2.2333,7.03063,5
Strata 5,1984,2.3636,5.77231,4
Space Station Zemo,1998,2,6.64815,5
Quest of the Magic Ring,1975,1.625,5.44,7
Pokémon Jr. Adventure Game: Pokémon Emergency!,2000,1.2857,5.2589,6
Krull,1983,1.4444,5.05802,4
